id,text,n_tokens
c_325fc15bf2a9,619 imbas kecelakaan di pintu keluar kemayoran bagaimana ya ? ? ? info dongmakasih banyak,15
c_57a813db1572,09/02/2018 telah terjadi kecelakaan di simpang tantular- tukad musi out of control sepeda motor korban di antar ambulance bpbd propinsi bali ke rsup sanglah,24
c_c77eb140319b,kecelakaan tunggal di jalan siliwangi-gandok bandung siap2 maceet mau diderek,10
c_96f125ec14c1,jumat ( 9/1 ) pukul 0:04 pagi telah terjadi kecelakaan mobil apv terbalik di pas ngurah rai kuta info by,20
c_bfbbc891b34d,bagus sekali gerakan galang dana untuk membantu kawan aremania gresik yang mengalami musibah kecelakaan setelah away solo tapi harapannya semoga semua aremania di seluruh wilayah mendapat perlakuan yang sama agar tidak muncul polemik baru dari gerakan ini,37
c_840e1570bd09,terjadi 2 kecelakaan di kabupaten malang 2 pengendara motor tewas - berita terbaru,13
c_ce089e1274ee,terjadi 2 kecelakaan di kabupaten malang 2 pengendara motor - surya malang : surya,14
c_899fde752468,tingkat kecelakaan di dubai menurun 20 persen saat server global blackberry lumpuh [ survei the national ],17
c_47777e18fd88,kecelakaan lalu lintas tersebut melibatkan 4 mobil di jalur lalu lintas utara pada pukul 0:06:20 waktu setempat,17
c_1168b3af0a94,terjadi kecelakaan di jalan raya katung kintamani bangli pagi ini sabtu ( 11/2 ) melibatkan 2 mobil kini korban sudah dilarikan ke rumah sakit terdekat info dari via,28
c_4365735557e9,05:57 kecelakaan di traffic light jalan imam bonjol - jalan hos cokroaminoto menteng jakpus & amp masih penanganan polri,19
c_8b231f70db60,sebuah mobil rusak parah akibat kecelakaan sabtu 10 februari 2018 lokasi kejadian di traffic,14
c_53147f9cb1cd,mobil tabrak truk 2 tewas tergencet kecelakaan maut di jalur utama singaraja-gilimanuk,12
c_1872f841d187,kecelakaan maut di subang kecelakaan maut terjadi di tanjakan emen subang jawa barat pada sabtu ( 10/2 ) sore direktur lalu lintas polda jabar kombes prahoro mengatakan kecelakaan maut itu terjadi pada pukul 0:17 wib foto : yusup suparman/pasundan ekspres,40
c_97a7a60bc10b,jenazah korban kecelakaan di subang dievakuasi ke ambulans,8
c_868418fd7b31,kecelakaan maut bus di tanjakan emen-subang : via,8
c_1e13dadad91e,kecelakaan bus di subang 27 korban meninggal dunia,8
c_6bc40eac948a,korban jiwa kecelakaan maut di subang sudah 26 orang,9
c_e890204c53e0,detik-detik kecelakaan bus pariwisata di tanjakan emen-subang : via,9
c_e250e6fa2264,kecelakaan bus terburuk di hong kong dalam 15 tahun terakhir lewat informasi politik dan pembangunan lampung,16
c_2b90921f4cde,gambaran kecelakaan bus di tanjakan emen,6
c_ad42fe674681,657 : jasamarga : cawang - cikunir - cikarang - dawuan - cikampek lancar tambun km 19 arah cawang padat dampak ada evakuasi kendaraan kecelakaan yang lalu di parit,29
c_748ceee233ff,`` 5 news on the week '' 1 kecelakaan lalu lintas di tanjakan emen sabtu ( 10/2/2018 ),18
c_c751ea382f3d,polisi : korban tewas kecelakaan bus di subang 26 orang,10
c_363c768b85da,kecelakaan maut di subang 27 tewas,6
c_f8c13c093fb3,rombongan koperasi asal ciputat terlibat kecelakaan di tanjakan emen subang -,11
c_6575a35f56db,keluarga korban kecelakaan bus subang pagi ini sudah mulai mendatangi instalasi pemulsaraan jenazah di rsu tangerang selatan ( paa ),20
c_0d78163c8860,27 tewas di turunan emen subang sebanyak 27 orang dilaporkan tewas akibat kecelakaan maut bus pariwisata di,17
c_ceb2bfc626a3,: kecelakaan maut di subang 13 perempuan tewas,8
c_88cc26fd1767,13 orang tewas dalam kecelakaan bus rombongan wisata kelurahan pisangan ciputat di tanjakan emen,14
c_78b9298a66bb,bikin terenyuh begini unggahan seorang korban meninggal kecelakaan maut di subang firasat ? via,14
c_83bc6029e42e,deretan 9 fakta kecelakaan maut di tanjakan emen ketua koordinator berfirasat sebelum meninggal ! via,15
c_e0b6d6417631,akun fanbase cska indonesia turut berduka atas kecelakaan pesawat an-148 milik saratov airlines yang jatuh di daerah moskwa semalam dan menewaskan seluruh penumpang dan kru semoga 71 korban mendapat tempat terbaik di sisi tuhan,34
c_e39952e012a5,ini dia cerita korban selamat kecelakaan di tanjakan emen,9
c_5a7fcc01cbc3,menelisik penyebab kecelakaan bus maut di subang,7
c_a11d3634984f,kami segenap jajaran turut berbelasungkawa sedalam-dalamnya atas kejadian kecelakaan bus di tanjakan emen subang semoga keluarga korban yang ditinggalkan diberi ketabahan amin,22
c_eb5734f51288,jasa raharja berikan santunan kepada korban kecelakaan bus di subang,10
c_3b101a5b2fb0,tangis keluarga pecah saat jenazah korban kecelakaan tanjakan emen tiba di rsud tangsel,13
c_b9f74a86ccf8,: jejak peristiwa dan nama-nama korban kecelakaan maut di subang,10
c_a80550e93345,breaking news kecelakaan di subang banyak penumpang terje : melalui,10
c_e641d9463ed7,kecelakaan bus di subang diduga akibat rem blong : melalui,10
c_c53320ab2c5d,jasa raharja akan beri santunan korban kecelakaan bus di subang : melalui,12
c_e67fb41c31c7,korban tewas kecelakaan bus di subang : melalui,8
c_e47804c75cd0,7 korban tewas kecelakaan bus di subang dibawah ke puskesmas cagak : melalui,13
c_da029667e426,polisi tengah berupaya menggali keterangan dari lu tirta ( 35 ) korban sekaligus saksi hidup penumpang grand max yang lolos dari maut pasca kecelakaan lu tirta sempat menjalani perawatan di igd rsud buleleng lantaran mengalami luka berat namun hin,39
c_a54776f1105a,532 64+800 arah merak terjadi kecelakaan kendaraan trailer di lajur 1sedang di upayakan petugashati2 bila melintasi,16
c_525046337d79,sudah menjadi prosedur standar pihak kepolisian untuk memeriksa setiap korban kecelakaan di,12
c_56f72ee7087e,kecelakaan di subang sopir bus premium ditetapkan tersangka,8
c_55a82201d4a0,601 : kecelakaan di jalan raya ngelom sidoarjo jatim korban perempuan masih di tkp sudah ada petugas ( via ),20
c_2522e439fde6,tidak ada update kemacetan dan kecelakaan di km64 ? panjang dan lama seharusnya dibuat contraflow,15
c_7462b8acec91,615 wibmohon ma'af perjalanan anda terganggu di kamu 64+800 arah merak terjadi kecelakaan kendaraan trailer di lajur 1sedang di upayakan petugas,21
c_45f49081bb0e,622 : kecelakaan kendaraan trailer di lajur 1 km 64800 arah merak masih dalam penanganan petugas ( via ),19
c_a1f9907b5532,korlantas polri turut berbelasungkawa atas kecelakaan lalu lintas yang terjadi di tanjakan emensubang semoga keluarga yang ditinggalkan diberikan kesabaran dan ketabahan call center : <PHONE> sms center : 9119,29
c_63455013b7cb,baru saja terjadi kecelakaan di jalan karapitan setelah jalan emong mobil crv putih menabrak mobil yang sehari2 terparkir di sebelah kanan kap mesin crv hancur dan bangkai mobil melaju sendiri menyebrangi jalan beruntung tidak ada korban jiwa,37
c_966b049fa8fd,643 : rt : kecelakaan di jalan toll km 64 arah merak menunggu evakuasi kemacetan +/- 2 km cc :,20
c_9db21af595d6,645 : kecelakaan di tol menuju begitu pasteur antrian cukup panjang |,12
c_35343ac30c8b,644 : rt : kecelakaan di tol baros kamu 04p menuju begitu pasteur menyebabkan antrian cukup panjang,17
c_6567d2f4a3bc,400 : kecelakaan mobil ertiga warna silver di lajur 2 km 29400 ke arah bogor ( p haryanto ),19
c_009473bc3c13,kalo enggak mau mengurusi sini aku urus suami ' a lihat kayak begitu saja kasihan sampai kaki jalan di memaksa karena aku tau bagaimana rasa ' a kecelakaan di kaki 2 minggu aku enggak jalan enggak krja cuma di rumah ini sudah sakit malah memaksakan krj buat cari dwit karena enggak mau istri ' a laper,56
c_28f432addf24,boncengan tiga warga lumajang tewas kecelakaan dua tewas di tkp seorang sempat berikan petunjuk,14
c_214d3675fbc9,kecelakaan tunggal di jalan karangdowo pedan tadi pagi sekitar jam 5 diduga supir truk mengantuk kiriman,16
c_6a042c331c8c,ada kecelakaan lalu lintas di tol jagorawidini hari ini kamis 15 feb 2018 sekitar km 20 dari arah bogor ke jakarta ada 2 mobil tabrakan salah satu mobil terbalik tadi pakai 315 pas kami melewati jalur tersebut belum ada perugas,40
c_18b0c00cdec8,korban kecelakaan tanjakan emen dimakamkan di tpu legoso tangsel,9
c_c8fd06c1aee3,telah terjadi kecelakaan tunggal di jalan bedahulu gatsu mobil menabrak beton separator pemisah,13
c_3c46bfc31e55,pasca terjadi kecelakaan di simpang bedahulu - gatsu personil dan anggota gatsu membersikan dan,14
c_013830cc3867,sehabis baca salah satu artikel mengenai kecelakaan di tanjakan emen itu semakin khawatir kalau bystander effect di masyarakat kita semakin tinggi ya gila saja orang kecelakaan begitu malah sibuk direkamin bukan dibantuin,32
c_3a371422f1e1,radio andika 629 pak puguh septianto telah terjadi kecelakaan lalu lintas di jalur malang blitar tepatnya di,17
c_571bfee98957,warga kota sepang tewas kecelakaan diduga akibat menghindari lubang di jalan,11
c_025a04d022a6,ingat teman sendiri juga begitu kecelakaan di daerah yang sama pas dibonceng pacarnya dan enggak ada yang mau nolong mereka malah sibuk memfoto sampai yang gendong teman ya pacarnya sendiri yang sama ' parah juga kondisinya dengar cerita itu rasanya marah banget kenapa ada orang yang setega itu,48
c_76a555a47108,tiga mobil terlibat kecelakaan di jalan mistar cokrokusumo ini yang terjadi kemudian lewat,13
c_6d9cea4af8c1,korban kecelakaan di simpang angkatan 66 dijamin pt jasa raharja -,11
c_0f7958635377,358 : kecelakaan mobil elf dan minibus di ruas tol cipali dari cirebon arah jakarta km 168800 ( p budi ),21
c_f96a40eb8d04,359 : rt : terjadi kecelakaan 2 mobil travel di jalan tol cipali - jakarta,15
c_09e949e7823a,0:05:49 wib jtluhur km 84 - km 86 arah cileunyi padat dampak ada evakuasi kendaraan kecelakaan yang lalu di lajur kiri,21
c_c491517c6006,558 : rt : juta luhur km 84 - km 86 arah cileunyi padat dampak ada evakuasi kendaraan kecelakaan yang lalu di lajur kiri,24
c_738cb8d77284,pas balik ke pekalongan ada berita bis jakarta ke arah jawa kecelakaan di tol buset buka hp rame banget dikira bis aku padahal mah enggak,25
c_f31aaa2b336e,dua kecelakaan di ngawi jarak berdekatan,6
c_dc14fdb41642,terjadi kecelakaan lalu lintas di ngawi jawa timur hal ini disebabkan karena jarak antara kendaraan yang satu dengan lainnya berdekatan,20
c_2ca346d0b0e2,0:06:36 wib karawang barat km 41 - cikarang timur km 37 padat ada penanganan kecelakaan kira bus menabrak beton pengaman lajur pemb kontruksi elevated di lajur 4/kanan,27
c_baae19c88f97,doa ' a dan tahlil akbar untuk korban kecelakaan bus di tanjakan emen subang,14
c_2bca1c7e8676,631 : rt : imbas bus kecelakaan di turunan menuju jalan tol prof sedyatmo dari outer ring road lingkar luar barat dari arah cengkareng antrian kendaraan sudah 1 km,29
c_e71c6623e641,334 : kecelakaan tunggal mobil toyota avanza terguling di tol jakarta arah cikampek km 51 lajur2/tengah ( p endi ),20
c_b52f4b1510a5,( kecelakaan bus sekolah di india mengambil kehidupan 13 anak ) di detikfinance |,14
c_a786d1c29d53,kalo kecelakaan karena jalan berlubang kan bisa menuntut punya secara hukum harusnya kasus hnp gara-gara ngangsu air bisa dong ya menuntut pdam sebel lama-lama sama pdam karena iya mamaku harus di sinar punggungnya ( fisioterapi ) di rsud gara-gara ngangsu air,41
c_3b61da54a45b,enggak mengerti lagi aku ini sama orang orang kayak begini ini ini orang kalo naik motor enggak perlu pakai helm soalnya andaikan kecelakaan dia enggak ada yang perlu di khawatirkan otaknya saja enggak ada,34
c_eb764863f036,0:06:30 wib dawuan - padalarang - pasteur - cileunyi lancar dawuan km 68 - km 67 arah jakarta padat dampak ada penanganan kecelakaan di lajur 2/tengah,26
c_51846178ef11,4 kecelakaan maut dan mengerikan di dunia karena hal sepele,10
c_a3ba46846ea5,ambulans kecelakaan di tol cawang arah bekasi sopir luka - ( siaran pers ) & lt - komentar ?,19
c_0dca6b0f8385,kecelakaan maut minibus vs truk di lampung supir terjepit kemudi,10
c_b5146c35ffc9,what 's on 9 mei tahun 2012 - peristiwa kecelakaan sukhoi superjet 100 di gunung salak bogor jawa barat pada saat melakukan joy flight,24
c_b2a3f6de67d3,sayangnya rolls enggak begitu terkenal sekarang karena meninggal di usia muda doi kecelakaan paraglyding di usia 31,17
c_d882c43b9ac7,terjadi kecelakaan sebuah mobil grand livina warna putih nopol b 1380 szp menabrak pantat truk di depan family fun jlslamet riyadi batang kamis ( 10/5 ) dini hari akibat kecelakaan ini bagian,32
c_3a6c02634783,titik rawan kecelakaan di mojokerto saat musim mudik lebaran 2018 lewat,11
c_5e3d8a963c79,pasukan kuning '' dilindungi bpjs tak kecelakaan kerja bisa dirawat di kelas i lewat,14
c_6351480d0b73,kapolda sulsel membantu korban kecelakaan lalulintas di jalan tol ir sutami makassar,12
c_670d283c9e11,0:05:46 wib karawang barat km 45 - karawang timur kamu 51+600 padat ada penanganan kecelakaan di lajur 1/kiri,18
c_4f6dcb80d0b3,553 : : kecelakaan di karawang timur kamu 51+600 arah cikampek dalam penanganan petugas di lajur 1/kiri,17
c_b0edfaa6b9b5,0:06 wib karawang barat km 42 - karawang timur kamu 51+600 padat ada penanganan kecelakaan di lajur 1/kiri,18
c_3666164d77cf,semoga dengan adanya pemimpin baru malaysia akan lebih maju dan sentiasa aman seperti sebelum nih ya allah kau jauhilah negara malaysia dari segala kecelakaan yang boleh memecah belah kan umat islam di negara ini ya allah,36
c_c1e28c0d7f2a,0:06:32 wib cipayung - cibubur kamu 12+400 padat ada penanganan kecelakaan di lajur 1/kiri ciawi - bogor - cimanggis - tmii - cawang lancar,24
c_db5e25253678,0:06:34 wib tambun - cibitung km 25 padat ada penanganan truk gangguan ban di lajur 2/tengah cikarang utama - cikarang timur km 39 padat kepadatan vol lalu lintas karawang barat km 41 - karawang timur kamu 51+600 padat ada penangnan kecelakaan di lajur 1/kiri,44
c_37ba47b13e37,kecelakaan pengendara motor di dekat abadi bkt pada bambu jakarta timur diduga satu meninggal,14
c_e1bf4ab5b5c9,638 : rt : kecelakaan kontainer dan truk di lajur 1/kiri km 51600 ruas karawang timur arah cikampek dalam penanganan petugas,21
c_f8b8b158d893,kecelakaan beruntun di baureno bojonegoro 2 pengendara motor luka berat bojonegoro ( baureno ) - tiga kendaraan yaitu satu kendaraan roda empat dan dua sepeda,25
c_c0fcb9051898,154 : kecelakaan mobil terios warna silver di km 11 ke arah cikarang ( p jarot ),17
c_23afc37c9260,530 50 arah merak terjadi kecelakaan kendaraan truck fuso di bahu jalansedang proses penanganan petugashati2 bila melintasijaga jarak aman berkendara,20
c_d710f1b48761,530 : rt : kecelakaan 2 mobil di perempatan tmp suropati malang jatim dini hari pukul 0:02:30 korban dan kendaraan sudah dievakuasi oleh petugas,24
c_eafd79757f01,ini di karenakan kondisi mayat yang tidak layak untuk dilihat agar pihak keluarga enggak shock korban kecelakaan fatal pun kalo dari rumah sakit sudah di masukan peti enggak boleh dibuka kampret begini saja di nyinyir,35
c_b7d8f019c88b,wo ding liao yi ge shi pin viral video kecelakaan di jalan raya yang terekam cctv,16
c_9f258d8adfe5,kecelakaan di kawasan gunung manggah jalan oto iskandardinata sekitar pukul 02:40 dini hari tadi,14
c_e849419be5d5,pagi2 deh ada kecelakaan di kamu 37-38 arah cikunir,9
c_cbbe1f3dd482,info lhur tlh terjadi kecelakaan lhur di jalan sebelum kantor bupati dari simpang lima gumul enggak tau pasti kejadianya soalnya pas melewati tadi korban md tursuwun maaf enggak tau nama jalanya karena bukan asli kediri,35
c_8ab17c9db865,pak emergency call jasamarga enggak bisa ditelf ? ada kecelakaan di tol jagorawi km 39 dan 43 belum ada yang membantu,21
c_f7f344eb243b,radio andika 525 info awal : kecelakaan tunggal mbak lala dan mas firman menginformasikan telah terjadi kecelakaan tunggal sepeda motor korban seorang laki-laki dan diduga meninggal dunia lokasi dekat warung daun di,32
c_84b6cc26e9e9,radio andika 633 update kecelakaan di jalan erlangga sukorejo ngasem kediri setelah melakukan olah tkp iptu moh nakrowi kasubsektor ngasem kediri mengatakan kecelakaan yang terjadi di jalan erlangga melibatkan,29
c_733083cdee64,13 korban kecelakaan tewas di polda banten,7
c_9fdc08482d2e,ada kecelakaan bus pariwisata dan bus mira di kertosono dekat pabrik gula,12
c_808138a0c625,0:03:09 wib cikarang barat km 32 - karawang barat km 47 padat ada perbaikan jalan di km 32 lajur 1/kiri ada pembangunan jalur tol atas di kamu 45+200 lajur 1/kiri dan penanganan kecelakaan yang lalu di km 47 bahu jalan gunakan jalur alternatif,43
c_7b371c747113,419 : kecelakaan mobil apv dan ertiga di lajur kanan km 59600 ke arah cikampek ( p ipin ),19
c_bd1d5bcc4350,sekitar jam 410 terjadi kecelakaan mobil box di jalan purwosari ( dekat pt indolacto ) arah malang sopir dan penumpang selamat tidak ada luka,24
c_12938d66d53a,kecelakaan di ruas toll cikampek jakarta km 3 dari arah cikampek belum ada penanganan polisi,15
c_123004bb1186,radio andika 559 update : kecelakaan di jalan raya banyuanyar kecamatan gurah kediri aipda yulianto si h kasih humas polsek gurah kediri menginformasikan tadi malam sekitar jam 0:20:30 wib telah,30
c_20df3f79fb1f,kecelakaan tunggal di tol cikampek arah jakarta km 4 truk terguling di tengah jalan | 0:05:58 wib |,18
c_06510ebe9f14,06:04 kecelakaan kendaraan terguling di km 3 tol pondok gede barat ( arah ke cawang ) & amp masih penanganan polri,21
c_0e88fbe720fe,624 : kecelakaan tunggal truk terguling di tol cikampek pondok gede km 4 arah ke jakarta masih penanganan,18
c_6ffab32d7f12,0:06:33 wib dawuan km 60 - km 66 arah cikampek padat ada perbaikan jalan di lajur 1/kiri jatiwaringin km 3 arah cawang padat ada penanganan kecelakaan di lajur tengah,29
c_9545f63f2d65,132 : : menjelang kuningan km 5 arah tomang padat dampak penanganan kecelakaan di lajur kanan,16
c_b00f67a372e5,kecelakaan di jalan dramaga,4
c_04593f17bc18,( operasi patuh jaya 2018 polisi berharap tekan nomor kecelakaan ) di detiknews |,14
c_d7bc6d44f193,ada kecelakaan di ruas tol serang-cikande kejadian barusan mohon tindakan secepatnya karena korban terjepit,14
c_ab706c128b60,ada kecelakaan di ruas tol serang-cikandebarusan dan korban terjepit mobil harap tindakan secepatnya,13
c_2f0cb98de94a,-kakak perempuannya meninggal diakibatkan kecelakaan saat ini celyn duduk di bangku sama dia bukanlah siswi yang pintar dan memiliki banyak prestasi tapi celyn merupakan siswi yang aktif dalam organisasi dia adalah wakil ketua osis di sekolahnya-,36
c_161e69eb2693,654 : rt : hati -hati evakuasi kecelakaan di sekitar 2 km setelah begitu ciujung ruas tol tangerang - merak arah jakarta,22
c_283f20d6a39d,kurang konsentrasi motor tabrak sedan di margomulyo pengendara motor luka-luka bojonegoro ( margomulyo ) - kecelakaan lalu-lintas terjadi di jalan raya,21
c_1c28e18ef4a4,hari nakba ( ywm lnkb @ bermaksud `` hari kecelakaan '' ) merujuk kepada hari memperingati pencerobohan dan pemusnahan lebih 500 bandar dan kampung di palestin oleh tentera israel yang menyebabkan lebih 700000 warga palestin menjadi pelarian,37
c_8033de5d4dad,ada sedikit kecelakaan di cibubur arah cawang tepatnya setelah cibubur junction sedang dalam penanganan petugas arus lalu lintas sedikit tersendat karena banyak yang kepo juga,25
c_4edf623f21bd,0:06:43 wib dawuan - padalarang - pasteur - cileunyi lancar menjelang padalarang timur km 122 arah jakarta padat penanganan kecelakaan di lajur kiri,23
c_c752695fc307,646 : rt : penanganan kecelakaan di cibubur arah cawang tepatnya setelah cibubur junction arus lalu lintas tersendat karena banyak yang melambatkan kendaraannya,23
c_7ec529a4d7e4,ada kecelakaan di tol bekasi timur arah tambun,8
c_d13e8d8b58ad,0:06:52 wib begitu cikarang utama - karawang barat km 42 padat ada perbaikan jalan di kamu 32+200 lajur 2/tengah dan kepadatan penyempitan lajur pekerjaan jalan gunakan jalur alternatif karawang barat km 43 - km 49 arah cikampek padat penanganan kecelakaan di bahu jalan,43
c_4c548c280d2d,terjadi kecelakaan lalu lintas di jalan toll japek km -2 arah cikampek,12
c_7eb7e1da0d19,kecelakaan di tol halim kamu 1+800 arah juta bening suzuki ertiga putih b 2145 tzj,15
c_df839dd200d9,606 terjadi kecelakaan lalu lintas di jalan tol japek sekitaran km 2 arah cikampek,14
c_a70bb3cabc81,0:06:08 wib karawang timur km 50 - km 57 arah cikampek padat dampak ada penanganan kecelakaan di bahu jalan,19
c_39e0aa15c21f,kecelakaan dua mobil terbalik di kamu 1- 900 macet mulai kamu 0-00 tol jakarta- cikampek arah cikampek,17
c_35827bbf167f,kecelakaan sedan terbalik melintang di tol japek dekat pintu tol halim,11
c_b9e3bd53627d,pagi ini terjadi kecelakaan mobil terbalik di tol halim kamu 1+800 arah jatibening bagaimana situasi lalu lintas sekarang ? mata-mata yang berada disekitar lokasi bisa mengirimkan foto/videonya kepada,28
c_913608563e2d,kecelakaan di km 1700 halim arah bekasi mobil terbalik,9
c_0bd0cbbe45ea,620 : rt : kecelakaan mobil terbalik di km 1900 macet mulai km 0 arah cikampek,16
c_4298cf674fdc,6:28 wib cawang - halim padat kepadatan penanganan kecelakaan di kamu 02+000 arah jatibening ( uda ),17
c_6ab16d484f89,kecelakaan ertiga b-2145-tzj di km 1200 arah cikampek lajur 3 & amp 4 ( dlm penanganan petugas ),18
c_0eaa941cc203,644 : kecelakaan di tol halim kamu 01+600 arah cikampek sedang dalam proses evakuasi ( p cakim ),18
c_478cb37e77ad,terjadi kecelakaan lalu lintas di jalan tol japek sekitaran km 2 arah cikampek sellau hati-hati sobat,16
c_608b476960ca,648 kecelakaan di tol japek km 1200 arah cikampek mobil suzuki ertiga b 2145 tzj sudah dalam penanganan polri,19
c_d00ec64130b1,7:48:28 sama kecelakaan di jalan mahendradata utara simpang buana kubu korban masih dilokasi ambulan pos mahendradata menuju lokasi untuk evakuasi,20
c_5055ac87c6b0,0:06:48 wib cawang - halim km 2 padat penanganan kecelakaan di lajur 2/tengah bekasi barat - cibitung padat kepadatan penyempitan lajur pekerjaan jalan cikarang barat km 30 - kamu 32+200 arah cikampek padat ada perbaikan jalan di lajur 2/tengah,39
c_bd165f8e8a3e,kecelakaan mobil terbalik di kamu 1+800 arah cikampek sedang dalam penanganan petugas,12
c_bcc3b5a0e7a4,kecelakaan karambol melibatkan truk tangki truk material mobil kijang dan sebuah motor terjadi di jalan palagan tentara pelajar km17 kronologi menurut kesaksian truk tangki mengalami pecah ban sehingga oleng dan terjadilah tabrak,32
c_15e424e96273,00:40 kecelakaan truk bd 8529 av dan pejalan kaki di dkt halte jalan bandengan terusan jembatan tiga jakut korban tutup usia : gatot si ( 13 tahun ) & amp sudah dalam penanganan polri,34
c_9bc36e127a59,otoritas penerbangan china telah memulai penyelidikan penyebab kecelakaan yang menyebabkan kaca depan pesawat terlepas di udara,16
c_905821438e4f,masih ngeri lihat kecelakaan semalem di jmbatan banjaran,8
c_6c2cec625fd2,terjadi kecelakaan tunggal parah deh di sebrang st bekasi timur bonceng 3 naik motor honda supra kali ban nya sampai patah kebelah 2,23
c_347a6448604a,kecelakaan lalin mikrolet m-29 di per3an kalimalang - radin inten kemacetan panjang sejak 520,14
c_f14184d7c7b5,min tadi ada kecelakaan di gerbang meikarta deltamas sudah dapat infonya belum min ?,14
c_418e012bc68c,yang buruk di mata kita yang itu dari allah sebenarnya itu kebaikan yang kita gagal lihat kecelakaan itu buruk tapi bisa jadi dengan momentum itu kita akhirnya diperiksa & amp ketahuan oleh dokter bahwa ada penyakit di tubuh kita yang baru ketahuan setelah kecelakaan itu,45
c_e15b0573e4a2,8 video kecelakaan road race yang sangat fatal di indonesia lewat,11
c_aa9612753163,radio andika 607 telah terjadi kecelakaan lalu lintas di dusun beji desa wonorejo kecamatan wates kabupaten kediri sekitar jam 0:20:30 wib tadi malam kecelakaan melibatkan sepeda motor honda supra nopol ag - 2817 - oc,35
c_b82690ad4068,100 lebih tewas dalam kecelakaan pesawat di kuba,8
c_d85218892194,620 : imbas kecelakaan di km 139 tol purbaleunyi arah cileunyi belum ada antrian kepadatan jelang lokasi karena kondisi jalan tol masih lengang hati-hati jelang lokasi ( ptoni ),29
c_918780584fde,0:06:25 wib kopo km 138 - kamu 139+200 arah cileunyi padat ada penanganan kecelakaan di lajur 1-2/kiri-tengah,17
c_9693db2552a4,630 : rt : kecelakaan kendaraan truk colt diesel di lajur 1-2/kiri-tengah km 139200 ruas dari kopo arah cileunyi dalam penanganan petugas,22
c_5eff8b7de4ce,0:06:30 wib kopo km 138 - kamu 139+200 arah cileunyi padat ada penanganan kecelakaan di lajur 1-2/kiri-tengah cileunyi - pasteur - padalarang -dawuan lancar,24
c_76b128539c28,641 : rt : kecelakaan di km 72 ruas tepatnya di depan rest area km 72 dari cipularang km 72 arah bandung,22
c_ae80968899e7,kecelakaan pesawat di kuba tewaskan lebih dari 100 orang,9
c_7cce3b6df559,0:06:50 wib sadang km 71 - km 72 arah cileunyi padat ada penanganan kecelakaan di lajur 2/kanan,17
c_36c2186d0cc0,kemarin sore driver kecelakaan di jalan cicendo saat akan mengantar pesanan grab-food ke jalan lengkong mungkin karena kelelahan atau mungkin karena mengemudi sambil lihat google map,26
c_62dc2de6cf1a,sang driver langsung pingsan di lokasi kejadian mendapat p3k dari warga sekitar order-pun akhirnya dicancel oleh pemesan karena tidak tahu kalo sang graber mengalami kecelakaan yang lumayan serius semoga lekas sembuh ya pak ! supaya bisa cari rejeki lagi buat keluarga di rumah,43
c_2fec607b9c4f,656 : kecelakaan tunggal di tulis batang jawa tengah arah jakarta | ( p haryanto ) cc :,18
c_5efd4c82d5e6,terus baru baca twitternya dan ternyata kena kecelakaan di tol fyi bis2 pantura begitu tuh ngeri-ngeri dulu sebagai orang yang naik bis kalo balik semoga pun ketar ketir bahkan kata orang-orang mending supirnya mati/nabrakin diri daripada ketangkep orang-orang lho ya yang bilang,42
c_a8b280261819,110 tewas dan tiga kritis dalam kecelakaan pesawat di kuba,10
c_e1f0f69d51d7,kuba konfirmasi 110 tewas pada kecelakaan pesawat di havana,9
c_f9fdea20a0b7,kecelakaan pesawat di kuba 110 orang tewas,7
c_3a8116bab815,kecelakaan di bumiayu itu kenapa truk enggak ngambil jalan lingkar ya tapi melintas di jalan dalam kota hemm,18
c_fc8a97778c64,( video ) kronologi kecelakaan truk di bumiayu 12 orang ngabuburit tewas lewat,13
c_4543aa5f7dce,begini kronologi kecelakaan tragis truk maut di bumiayu - liputan6 pagi,11
c_420c59294be3,558 : lalin di tol jorr arah cikunir dari pasar rebo macet dampak kecelakaan di km 9 arah cawang ( p joyo ),23
c_58ab5d2c00cc,ngeri banget ya mih mugo '' wae kurban kecelakaan sing meninggal dunia di ampuni dosa '' ne lan diterima allah swt amin opo meneh kejadiane ning wulan puoso,28
c_6107e5e67e01,kronologi kecelakaan truk di brebes yang tewaskan 12 orang,9
c_fbba871c79d1,kecelakaan maut di bumiayu brebes rem truk blong korban 11 orang meninggal lewat,13
c_e2ccf20c35a1,kecelakaan maut di bumiayu - brebes 11 warga meninggal,9
c_fe13d088c2bc,ngeri begini kronologi video kecelakaan truk di bumiayu 12 orang ngabuburit tewas & amp 7 rumah rusak - tribun video,20
c_7bce3115ffe0,ini identitas korban kecelakaan akibat truk tronton rem blong di bumiayu,11
c_8dd94915b157,kronologi resmi kecelakaan maut di bumiayu brebes begini kondisi sopir truk sekarang lewat,13
c_ef1c6f901daa,kecelakaan truk yang menewaskan 12 orang di bumiayu brebes,9
c_66f7b4683c0e,630 : petugas sedang mengevakuasi korban kecelakaan di km 9 ruas dari tomang menuju cawang via,16
c_dfe98777af5b,sopir truk luka berat polisi sulit cari penyebab pasti kecelakaan di bumiayu,12
c_2843c4928e67,633 : rt : sedang ada penanganan kecelakaan di km 69250 serang arah merak gunakan lajur kiri & amp perhatikan rambu petugas,22
